token_context,word_context,seg_context,sent_cotext,label
"['#AUTHOR_TAG ; morgan, meier, and newport 1989 ) a']","['#AUTHOR_TAG ; morgan, meier, and newport 1989 ) a¢ monolingual grammar induction ( juola 1998 ) a¢ grammar optimization ( juola 1994 ) a¢']","['#AUTHOR_TAG ; morgan, meier, and newport 1989 ) a']","['##¢ language learning ( green 1979 ; #AUTHOR_TAG ; morgan, meier, and newport 1989 ) a¢ monolingual grammar induction ( juola 1998 ) a¢ grammar optimization ( juola 1994 ) a¢ insights into universal grammar ( juola 1998 ) a¢ machine translation ( juola 1994, 1997 ; veale and way 1997 ; gough, way, and hearne 2002']",0
['monolingual grammar induction ( #AUTHOR_TAG ) a¢ grammar optimization ( juola 1994 ) a¢'],"['language learning ( green 1979 ; mori and moeser 1983 ; morgan, meier, and newport 1989 ) a¢ monolingual grammar induction ( #AUTHOR_TAG ) a¢ grammar optimization ( juola 1994 ) a¢']",['monolingual grammar induction ( #AUTHOR_TAG ) a¢ grammar optimization ( juola 1994 ) a¢'],"['##¢ language learning ( green 1979 ; mori and moeser 1983 ; morgan, meier, and newport 1989 ) a¢ monolingual grammar induction ( #AUTHOR_TAG ) a¢ grammar optimization ( juola 1994 ) a¢ insights into universal grammar ( juola 1998 ) a¢ machine translation ( juola 1994, 1997 ; veale and way 1997 ; gough, way, and hearne 2002']",0
"['universal, it is clear that benefits may accrue by using it to facilitate subsentential alignment of _ source, target _ chunks.', 'Juola (1994, 1997 ) conducts some small experiments using his metla system to show the viability of this approach for english _ _ french and english _ _ urdu.', 'for the english _ _ french language pair, juola gives results of 61 % correct translation when the system is tested on the training corpus, and 36 % accuracy when it is evaluated with test data.', 'for english a > urdu, #AUTHOR_TAG, page 213 ) notes that "" the system learned the original training corpus... perfectly and could reproduce it without errors ; that is, it scored 100 % accuracy when tested against the training corpus.', 'on novel test sentences, he gives results of 72 % correct translation.', 'in']","['universal, it is clear that benefits may accrue by using it to facilitate subsentential alignment of _ source, target _ chunks.', 'Juola (1994, 1997 ) conducts some small experiments using his metla system to show the viability of this approach for english _ _ french and english _ _ urdu.', 'for the english _ _ french language pair, juola gives results of 61 % correct translation when the system is tested on the training corpus, and 36 % accuracy when it is evaluated with test data.', 'for english a > urdu, #AUTHOR_TAG, page 213 ) notes that "" the system learned the original training corpus... perfectly and could reproduce it without errors ; that is, it scored 100 % accuracy when tested against the training corpus.', 'on novel test sentences, he gives results of 72 % correct translation.', 'in']","['that the marker hypothesis is arguably universal, it is clear that benefits may accrue by using it to facilitate subsentential alignment of _ source, target _ chunks.', 'Juola (1994, 1997 ) conducts some small experiments using his metla system to show the viability of this approach for english _ _ french and english _ _ urdu.', 'for the english _ _ french language pair, juola gives results of 61 % correct translation when the system is tested on the training corpus, and 36 % accuracy when it is evaluated with test data.', 'for english a > urdu, #AUTHOR_TAG, page 213 ) notes that "" the system learned the original training corpus... perfectly and could reproduce it without errors ; that is, it scored 100 % accuracy when tested against the training corpus.', 'on novel test sentences, he gives results of 72 % correct translation.', 'in']","['that the marker hypothesis is arguably universal, it is clear that benefits may accrue by using it to facilitate subsentential alignment of _ source, target _ chunks.', 'Juola (1994, 1997 ) conducts some small experiments using his metla system to show the viability of this approach for english _ _ french and english _ _ urdu.', 'for the english _ _ french language pair, juola gives results of 61 % correct translation when the system is tested on the training corpus, and 36 % accuracy when it is evaluated with test data.', 'for english a > urdu, #AUTHOR_TAG, page 213 ) notes that "" the system learned the original training corpus... perfectly and could reproduce it without errors ; that is, it scored 100 % accuracy when tested against the training corpus.', 'on novel test sentences, he gives results of 72 % correct translation.', 'in their gaijin system, Veale and Way (1997) give a result of 63 % accurate translations obtained for english _ _ german on a test set of 791 sentences from coreldraw manuals']",0
"['##r ( 1996 ), mc Tait and Trujillo ( 1999 ), #AUTHOR_TAG, and Brown ( 2000 ), inter alia']","['[UNK] uvenir ( 1996 ), mc Tait and Trujillo ( 1999 ), #AUTHOR_TAG, and Brown ( 2000 ), inter alia']","['g [UNK] uvenir ( 1996 ), mc Tait and Trujillo ( 1999 ), #AUTHOR_TAG, and Brown ( 2000 ), inter alia']","['distinguishes chunks from "" patterns, "" as we do : his chunks are similar to our marker chunks, and his patterns are similar to our generalized marker chunks.', 'once chunks are derived from source, target alignments, patterns are computed from the derived chunks by means of the following algorithm : "" for each pair of chunk pairs using the algorithm described above, the patterns in ( 26 ) are derived from the chunks in ( 25 ) : of course, many other researchers also try to extract generalized templates.', 'Kaji, Kida, and Morimoto (1992) identify translationally equivalent phrasal segments and replace such equivalents with variables to generate a set of translation patterns.', 'Watanabe (1993) combines lexical and dependency mappings to form his generalizations.', 'other similar approaches include those of cicekli and g [UNK] uvenir ( 1996 ), mc Tait and Trujillo ( 1999 ), #AUTHOR_TAG, and Brown ( 2000 ), inter alia']",0
"['a marker lexicon.', 'this is then generalized, following a methodology based on #AUTHOR_TAG, to']","['a marker lexicon.', 'this is then generalized, following a methodology based on #AUTHOR_TAG, to']","['a marker lexicon.', 'this is then generalized, following a methodology based on #AUTHOR_TAG, to']","['this section, we describe how the memory of our ebmt system is seeded with a set of translations obtained from web - based mt systems.', 'from this initial resource, we subsequently derive a number of different databases that together allow many new input sentences to be translated that it would not be possible to translate in other systems.', 'first, the phrasal lexicon is segmented using the marker hypothesis to produce a marker lexicon.', ""this is then generalized, following a methodology based on #AUTHOR_TAG, to generate the ` ` generalized marker lexicon.''"", 'finally, as a result of the we refer the interested reader to the excellent and comprehensive bibliography on parallel text processing available at http : / / www. up. univ - mrs. fr / [UNK] / biblios / ptp. htm.', 'methodology chosen, we automatically derive a fourth resource, namely, a "" word - level lexicon.']",5
"['##vic, tulloch, and dale 1996 ) a¢ speech generation ( #AUTHOR_TAG ) a¢ localization ( sch [UNK] aler 1996']","['; milosavljevic, tulloch, and dale 1996 ) a¢ speech generation ( #AUTHOR_TAG ) a¢ localization ( sch [UNK] aler 1996']","['##vic, tulloch, and dale 1996 ) a¢ speech generation ( #AUTHOR_TAG ) a¢ localization ( sch [UNK] aler 1996']","['##¢ learnability ( zernik and dyer 1987 ) a¢ text generation ( hovy 1988 ; milosavljevic, tulloch, and dale 1996 ) a¢ speech generation ( #AUTHOR_TAG ) a¢ localization ( sch [UNK] aler 1996']",0
"[""set of translations is stored separately, and for each set the ` ` marker hypothesis'' ( #AUTHOR_TAG ) is used to segment the phrasal lexicon into a ` ` marker lexicon.''"", 'the marker hypothesis is a universal psycholinguistic constraint which states that natural languages are "" marked "" for complex syntactic structure at surface form']","[""set of translations is stored separately, and for each set the ` ` marker hypothesis'' ( #AUTHOR_TAG ) is used to segment the phrasal lexicon into a ` ` marker lexicon.''"", 'the marker hypothesis is a universal psycholinguistic constraint which states that natural languages are "" marked "" for complex syntactic structure at surface form']","[""set of translations is stored separately, and for each set the ` ` marker hypothesis'' ( #AUTHOR_TAG ) is used to segment the phrasal lexicon into a ` ` marker lexicon.''"", 'the marker hypothesis is a universal psycholinguistic constraint which states that natural languages are "" marked "" for complex syntactic structure at surface form']","[""set of translations is stored separately, and for each set the ` ` marker hypothesis'' ( #AUTHOR_TAG ) is used to segment the phrasal lexicon into a ` ` marker lexicon.''"", 'the marker hypothesis is a universal psycholinguistic constraint which states that natural languages are "" marked "" for complex syntactic structure at surface form by a closed set of specific lexemes and morphemes.', 'that is, a basic phrase - level segmentation of an input sentence can be achieved by exploiting a closed list of known marker words to signal the start and end of each segment']",5
"['is, where #AUTHOR_TAG substitutes variables for various words in his']","['is, where #AUTHOR_TAG substitutes variables for various words in his templates, we replace certain lexical']","['is, where #AUTHOR_TAG substitutes variables for various words in his']","['is, where #AUTHOR_TAG substitutes variables for various words in his templates, we replace certain lexical items with their marker tag.', 'given that examples such as < det > a : un are likely to exist in the word - level lexicon, they may be inserted at the point indicated by the marker tag to form the correct translation un bon homme.', 'we thus cluster on marker words to improve the coverage of our system ( see section 5 for results that show exactly how clustering on marker words helps ) ; others ( notably brown [ 2000, 2003 ] ) use clustering techniques to determine equivalence classes of individual words that can occur in the same context, and in so doing derive translation templates from individual translation examples']",1
"['form. ""', 'however, marker - normal form grammars cannot capture the sorts of regularities demonstrated for languages that do not have a oneto - one mapping between a terminal symbol and a word.', 'nevertheless, #AUTHOR_TAG, page 23 ) observes that ` ` a slightly more']","['to "" marker - normal form. ""', 'however, marker - normal form grammars cannot capture the sorts of regularities demonstrated for languages that do not have a oneto - one mapping between a terminal symbol and a word.', 'nevertheless, #AUTHOR_TAG, page 23 ) observes that ` ` a slightly more']","['pseudowords in such artificial languages, and Morgan, Meier, and Newport (1989) demonstrated that languages that do not permit pronouns as substitutes for phrases also provide evidence in favor of the marker hypothesis.', 'Juola\'s (1994 juola\'s (, 1998 work on grammar optimization and induction shows that context - free grammars can be converted to "" marker - normal form. ""', 'however, marker - normal form grammars cannot capture the sorts of regularities demonstrated for languages that do not have a oneto - one mapping between a terminal symbol and a word.', ""nevertheless, #AUTHOR_TAG, page 23 ) observes that ` ` a slightly more general mapping, where two adjacent terminal symbols can be merged into a single lexical item ( for example, a word and its case - marking ), can capture this sort of result quite handily.''"", 'work using the marker hypothesis for']","['language learning ( green 1979 ; mori and moeser 1983 ; morgan, meier, and newport 1989 ) • monolingual grammar induction ( juola 1998 ) • grammar optimization ( juola 1994 ) • insights into universal grammar ( juola 1998 ) • machine translation ( juola 1994 (Juola , 1997 veale and way 1997 ; gough, way, and hearne 2002 ) with respect to translation, a potential problem in using the marker hypothesis is that some languages do not have marker words such as articles, for instance.', ""Green's (1979) work showed that artificial languages, both with and without specific marker words, may be learned more accurately and quickly if such psycholinguistic cues exist."", 'the research of Mori and Moeser (1983) showed a similar effect due to case marking on pseudowords in such artificial languages, and Morgan, Meier, and Newport (1989) demonstrated that languages that do not permit pronouns as substitutes for phrases also provide evidence in favor of the marker hypothesis.', 'Juola\'s (1994 juola\'s (, 1998 work on grammar optimization and induction shows that context - free grammars can be converted to "" marker - normal form. ""', 'however, marker - normal form grammars cannot capture the sorts of regularities demonstrated for languages that do not have a oneto - one mapping between a terminal symbol and a word.', ""nevertheless, #AUTHOR_TAG, page 23 ) observes that ` ` a slightly more general mapping, where two adjacent terminal symbols can be merged into a single lexical item ( for example, a word and its case - marking ), can capture this sort of result quite handily.''"", 'work using the marker hypothesis for mt adapts this monolingual mapping for pairs of languages : it is reasonably straightforward to map an english determiner - noun sequence onto a japanese noun - case marker segment, once one has identified the sets of marker tags in the languages to be translated.', 'following construction of the marker lexicon, the source, target chunks are generalized further using a methodology based on Block (2000) to permit a limited form of insertion in the translation process.', 'as a byproduct of the chosen methodology, we also derive a standard "" word - level "" translation lexicon.', 'these various resources render the set of original translation pairs far more useful in deriving translations of previously unseen input']",0
"['##r ( 1996 ), mc Tait and Trujillo ( 1999 ), Carl ( 1999 ), and #AUTHOR_TAG, inter alia']","['[UNK] uvenir ( 1996 ), mc Tait and Trujillo ( 1999 ), Carl ( 1999 ), and #AUTHOR_TAG, inter alia']","['g [UNK] uvenir ( 1996 ), mc Tait and Trujillo ( 1999 ), Carl ( 1999 ), and #AUTHOR_TAG, inter alia']","['distinguishes chunks from "" patterns, "" as we do : his chunks are similar to our marker chunks, and his patterns are similar to our generalized marker chunks.', 'once chunks are derived from source, target alignments, patterns are computed from the derived chunks by means of the following algorithm : "" for each pair of chunk pairs using the algorithm described above, the patterns in ( 26 ) are derived from the chunks in ( 25 ) : of course, many other researchers also try to extract generalized templates.', 'Kaji, Kida, and Morimoto (1992) identify translationally equivalent phrasal segments and replace such equivalents with variables to generate a set of translation patterns.', 'Watanabe (1993) combines lexical and dependency mappings to form his generalizations.', 'other similar approaches include those of cicekli and g [UNK] uvenir ( 1996 ), mc Tait and Trujillo ( 1999 ), Carl ( 1999 ), and #AUTHOR_TAG, inter alia']",0
