token_context,word_context,seg_context,sent_cotext,label
['realization of deep - syntactic structures in nlg  #TAUTHOR_TAG'],['realization of deep - syntactic structures in nlg  #TAUTHOR_TAG'],"['joyce  #AUTHOR_TAG.', 'the framework was originally developed for the realization of deep - syntactic structures in nlg  #TAUTHOR_TAG']","['framework represents a generalization of several predecessor nlg systems based on meaning - text theory : fog ( kittredge and polgu ~ re, 1991 ), lfs  #AUTHOR_TAG, and joyce  #AUTHOR_TAG.', 'the framework was originally developed for the realization of deep - syntactic structures in nlg  #TAUTHOR_TAG']",0
['framework  #TAUTHOR_TAG'],['framework  #TAUTHOR_TAG'],"['to language specific ordering ( polgu ~ re, 1991 in the implemented applications, the dsyntss are the pivotal representations involved in most transformations, as this is also often the case in practice in linguistic - based mt  #AUTHOR_TAG.', 'figure 2 illustrates a dsynts from a meteorological application, meteocogent  #AUTHOR_TAG, represented using the standard graphical notation and also the realpro ascii notation used internally in the framework  #TAUTHOR_TAG']","['first of these characteristics makes a dependency tree structure a very useful representation for mt and multilingual nlg, since it gives linguists a representation that allows them to abstract over numerous crosslinguistic divergences due to language specific ordering ( polgu ~ re, 1991 in the implemented applications, the dsyntss are the pivotal representations involved in most transformations, as this is also often the case in practice in linguistic - based mt  #AUTHOR_TAG.', 'figure 2 illustrates a dsynts from a meteorological application, meteocogent  #AUTHOR_TAG, represented using the standard graphical notation and also the realpro ascii notation used internally in the framework  #TAUTHOR_TAG']",2
"['- o ii a failli pleuvoir.', 'more details on how the structural divergences described in  #TAUTHOR_TAG can be accounted for using our formalism can be found in  #AUTHOR_TAG']","['- o ii a failli pleuvoir.', 'more details on how the structural divergences described in  #TAUTHOR_TAG can be accounted for using our formalism can be found in  #AUTHOR_TAG']","['- o ii a failli pleuvoir.', 'more details on how the structural divergences described in  #TAUTHOR_TAG can be accounted for using our formalism can be found in  #AUTHOR_TAG']","['- o ii a failli pleuvoir.', 'more details on how the structural divergences described in  #TAUTHOR_TAG can be accounted for using our formalism can be found in  #AUTHOR_TAG']",0
"['( rambow and  #TAUTHOR_TAG,']","['joyce ( rambow and  #TAUTHOR_TAG,']","['( rambow and  #TAUTHOR_TAG,']","['this paper we present a linguistically motivated framework for uniform lexicostructural processing.', 'it has been used for transformations of conceptual and syntactic structures during generation in monolingual and multilingual natural language generation ( nlg ) and for transfer in machine translation ( mt ).', 'our work extends directions taken in systems such as ariane  #AUTHOR_TAG, fog  #AUTHOR_TAG, joyce ( rambow and  #TAUTHOR_TAG, and lfs  #AUTHOR_TAG.', 'although it adopts the general principles found in the abovementioned systems, the approach presented in this paper is more practical, and we believe, would eventually integrate better with emerging statistics - based approaches to mt']",2
"['( rambow and  #TAUTHOR_TAG.', 'the']","['predecessor nlg systems based on meaning - text theory : fog  #AUTHOR_TAG, lfs  #AUTHOR_TAG, and joyce ( rambow and  #TAUTHOR_TAG.', 'the']","['( rambow and  #TAUTHOR_TAG.', 'the framework was originally developed for the realization of deep - syntactic structures in nlg']","['framework represents a generalization of several predecessor nlg systems based on meaning - text theory : fog  #AUTHOR_TAG, lfs  #AUTHOR_TAG, and joyce ( rambow and  #TAUTHOR_TAG.', 'the framework was originally developed for the realization of deep - syntactic structures in nlg']",2
"[""typically require input in the format of a single sentence per line ( for example brill's tagger  #TAUTHOR_TAG ) and parsers generally aim to""]","[""speech taggers typically require input in the format of a single sentence per line ( for example brill's tagger  #TAUTHOR_TAG ) and parsers generally aim to""]","[""speech taggers typically require input in the format of a single sentence per line ( for example brill's tagger  #TAUTHOR_TAG ) and parsers generally aim to""]","['1 : example text shown in standard and asr format ation which is not available in asr output is sentence boundary information.', 'however, knowledge of sentence boundaries is required by many nlp technologies.', ""part of speech taggers typically require input in the format of a single sentence per line ( for example brill's tagger  #TAUTHOR_TAG ) and parsers generally aim to produce a tree spanning each sentence""]",0
"['is a multilingual enhancement of cocktail  #TAUTHOR_TAG, a coreference']","['', 'swizzle is a multilingual enhancement of cocktail  #TAUTHOR_TAG, a coreference']","['is a multilingual enhancement of cocktail  #TAUTHOR_TAG, a coreference resolution system']","['both languages, we resolved coreference by using swizzle, our implementation of a bilingual coreference resolver.', 'swizzle is a multilingual enhancement of cocktail  #TAUTHOR_TAG, a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information.', 'when cocktail was applied separately on the english and the ro - manian texts, coreferring links were identified for each english and romanian document respectively.', 'when aligned referential expressions corefer with non - aligned anaphors, swizzle derived new heuris - tics for coreference.', 'our experiments show that swizzleoutperformed cocktailon both english and romanian test documents']",2
"['( cfxxx  #TAUTHOR_TAG,  #AUTHOR_TAG  #AUTHOR_TAG ).', 'for example, cogniac  #AUTHOR_TAG, a']","['( cfxxx  #TAUTHOR_TAG,  #AUTHOR_TAG  #AUTHOR_TAG ).', 'for example, cogniac  #AUTHOR_TAG, a']","['##ing accuracy ( cfxxx  #TAUTHOR_TAG,  #AUTHOR_TAG  #AUTHOR_TAG ).', 'for example, cogniac  #AUTHOR_TAG, a system based on seven ordered heuristics, generates high - precision resolution ( over']","[', some of the best - performing and most robust coreference resolution systems employ knowledge - based techniques.', 'traditionally, these techniques have combined extensive syntactic, se - mantic, and discourse knowledge.', 'the acquisition of such knowledge is time - consuming, difficult, and error - prone.', 'nevertheless, recent results show that knowledge - poor methods perform with amazing accuracy ( cfxxx  #TAUTHOR_TAG,  #AUTHOR_TAG  #AUTHOR_TAG ).', 'for example, cogniac  #AUTHOR_TAG, a system based on seven ordered heuristics, generates high - precision resolution ( over 90 % ) for some cases of pronominal reference.', 'for this research, we used a coreference resolution sys - tem (  #AUTHOR_TAG ) that imple - ments different sets of heuristics corresponding to various forms of coreference.', 'this system, called cocktail, resolves coreference by exploiting several textual cohesion constraints ( e. g. term repetition ) combined with lexical and textual coherence cues ( e. g. subjects of communication verbs are more likely to refer to the last person mentioned in the text ).', 'these constraints are implemented as a set of heuristics ordered by their priority.', 'moreover, the cocktailframework uniformly addresses the prob - lem of interaction between different forms of coref - erence, thus making the extension to multilingual coreference very natural']",0
"['antecedent.', 'table 1 lists the top performing heuristics of cocktailfor pronominal and nominal coreference.', 'examples of the heuristics operation on the muc data are presented presented in table 2.', 'details of the top performing heuristics of cocktail were reported in  #TAUTHOR_TAG']","['antecedent.', 'table 1 lists the top performing heuristics of cocktailfor pronominal and nominal coreference.', 'examples of the heuristics operation on the muc data are presented presented in table 2.', 'details of the top performing heuristics of cocktail were reported in  #TAUTHOR_TAG']","['must be less specific than the antecedent.', 'table 1 lists the top performing heuristics of cocktailfor pronominal and nominal coreference.', 'examples of the heuristics operation on the muc data are presented presented in table 2.', 'details of the top performing heuristics of cocktail were reported in  #TAUTHOR_TAG']","['third class of heuristics resolves coreference by coercing nominals.', 'sometimes coercions involve only derivational morphology - linking verbs with their nominalizations.', 'on other occasions, coercions are obtained as paths of meronyms ( e. g. is - part re - lations ) and hypernyms ( e. g. is - a relations ).', 'consistency checks implemented for this class of coref - erence are conservative : either the adjuncts must be identical or the adjunct of the referent must be less specific than the antecedent.', 'table 1 lists the top performing heuristics of cocktailfor pronominal and nominal coreference.', 'examples of the heuristics operation on the muc data are presented presented in table 2.', 'details of the top performing heuristics of cocktail were reported in  #TAUTHOR_TAG']",0
['(  #TAUTHOR_TAG )'],['(  #TAUTHOR_TAG )'],"['of pronominal reference.', 'for this research, we used a coreference resolution system (  #TAUTHOR_TAG )']","[', some of the best - performing and most robust coreference resolution systems employ knowledge - based techniques.', 'traditionally, these techniques have combined extensive syntactic, semantic, and discourse knowledge.', 'the acquisition of such knowledge is time - consuming, difficult, and error - prone.', 'nevertheless, recent results show that knowledge - poor methods perform with amazing accuracy ( cf.', ' #AUTHOR_TAG,  #AUTHOR_TAG  #AUTHOR_TAG ).', 'for example, cogniac  #AUTHOR_TAG, a system based on seven ordered heuristics, generates high - precision resolution ( over 90 % ) for some cases of pronominal reference.', 'for this research, we used a coreference resolution system (  #TAUTHOR_TAG ) that implements different sets of heuristics corresponding to various forms of coreference.', 'this system, called cocktail, resolves coreference by exploiting several textual cohesion constraints ( e. g. term repetition ) combined with lexical and textual coherence cues ( e. g.', 'subjects of communication verbs are more likely to refer to the last person mentioned in the text ).', 'these constraints are implemented as a set of heuristics ordered by their priority.', 'moreover, the cocktail framework uniformly addresses the problem of interaction between different forms of coreference, thus making the extension to multilingual coreference very natural']",5
