token_context,word_context,seg_context,sent_cotext,label
"['analyses, consecutive periods of !60 minutes of zero counts (allowing for 2 minutes of non-zero counts) were defined as non-wear time [2, #TAUTHOR_TAG ] and excluded prior to scoring']","['analyses, consecutive periods of !60 minutes of zero counts (allowing for 2 minutes of non-zero counts) were defined as non-wear time [2, #TAUTHOR_TAG ] and excluded prior to scoring']","['all analyses, consecutive periods of !60 minutes of zero counts (allowing for 2 minutes of non-zero counts) were defined as non-wear time [2, #TAUTHOR_TAG ] and excluded prior to scoring']","['', 'In all analyses, consecutive periods of !60 minutes of zero counts (allowing for 2 minutes of non-zero counts) were defined as non-wear time [2, #TAUTHOR_TAG ] and excluded prior to scoring']",5
"['istent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14][15][16][17], with some exceptions (!1 day [18]; !6-7 days [19, #TAUTHOR_TAG ]']","['conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14][15][16][17], with some exceptions (!1 day [18]; !6-7 days [19, #TAUTHOR_TAG ]).', '']","['istent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14][15][16][17], with some exceptions (!1 day [18]; !6-7 days [19, #TAUTHOR_TAG ]']","['', 'Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14][15][16][17], with some exceptions (!1 day [18]; !6-7 days [19, #TAUTHOR_TAG ]).', '']",0
"['', 'Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14][15][16][17], with some exceptions (!1 day [18]; !6-7 days [ #TAUTHOR_TAG ,20']","['', 'Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14][15][16][17], with some exceptions (!1 day [18]; !6-7 days [ #TAUTHOR_TAG ,20]).', '']","['', 'Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14][15][16][17], with some exceptions (!1 day [18]; !6-7 days [ #TAUTHOR_TAG ,20']","['', 'Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14][15][16][17], with some exceptions (!1 day [18]; !6-7 days [ #TAUTHOR_TAG ,20]).', '']",0
"['', 'Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14] #TAUTHOR_TAG [16][17], with some exceptions (!1 day [18]; !6-7 days [19,20]).', '']","['', 'Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14] #TAUTHOR_TAG [16][17], with some exceptions (!1 day [18]; !6-7 days [19,20]).', '']","['', 'Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14] #TAUTHOR_TAG [16][17], with some exceptions (!1 day [18]; !6-7 days [19,20]).', '']","['', 'Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14] #TAUTHOR_TAG [16][17], with some exceptions (!1 day [18]; !6-7 days [19,20]).', '']",0
"['SED) was conceptualized as the lower end of the PA spectrum, as opposed to moderate-to vigorous PA (MVPA), but is now increasingly being viewed as a behavior distinct from PA, defined as waking behavior characterized by an energy expenditure 1.5 metabolic equivalents (METs) #TAUTHOR_TAG .', '']","['sedentary behavior (SED) was conceptualized as the lower end of the PA spectrum, as opposed to moderate-to vigorous PA (MVPA), but is now increasingly being viewed as a behavior distinct from PA, defined as waking behavior characterized by an energy expenditure 1.5 metabolic equivalents (METs) #TAUTHOR_TAG .', '']","['SED) was conceptualized as the lower end of the PA spectrum, as opposed to moderate-to vigorous PA (MVPA), but is now increasingly being viewed as a behavior distinct from PA, defined as waking behavior characterized by an energy expenditure 1.5 metabolic equivalents (METs) #TAUTHOR_TAG .', '']","['ically, sedentary behavior (SED) was conceptualized as the lower end of the PA spectrum, as opposed to moderate-to vigorous PA (MVPA), but is now increasingly being viewed as a behavior distinct from PA, defined as waking behavior characterized by an energy expenditure 1.5 metabolic equivalents (METs) #TAUTHOR_TAG .', '']",0
"['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution #TAUTHOR_TAG [24][25].', '']","['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution #TAUTHOR_TAG [24][25].', '']","['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution #TAUTHOR_TAG [24][25].', '']","['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution #TAUTHOR_TAG [24][25].', '']",2
"['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution [23] #TAUTHOR_TAG [25']","['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution [23] #TAUTHOR_TAG [25].', 'First,']","['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution [23] #TAUTHOR_TAG [25']","['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution [23] #TAUTHOR_TAG [25].', 'First, the results are in principle only generalizable to the included days, as inclusion of additional days, weeks or seasons will add variability.', '']",4
"['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution [23][24] #TAUTHOR_TAG .', '']","['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution [23][24] #TAUTHOR_TAG .', '']","['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution [23][24] #TAUTHOR_TAG .', '']","['', 'However, such study designs have received critique for possibly leaving to optimistic results and should be interpreted with caution [23][24] #TAUTHOR_TAG .', '']",2
"['possible impaired reliability for SED compared to other variables may be of critical importance, given the increased interest in SED in the primary and secondary prevention of a range of chronic diseases as well as premature death [9] #TAUTHOR_TAG [11].', 'In']","['possible impaired reliability for SED compared to other variables may be of critical importance, given the increased interest in SED in the primary and secondary prevention of a range of chronic diseases as well as premature death [9] #TAUTHOR_TAG [11].', 'Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these']","['', 'The possible impaired reliability for SED compared to other variables may be of critical importance, given the increased interest in SED in the primary and secondary prevention of a range of chronic diseases as well as premature death [9] #TAUTHOR_TAG [11].', 'In']","['', 'The possible impaired reliability for SED compared to other variables may be of critical importance, given the increased interest in SED in the primary and secondary prevention of a range of chronic diseases as well as premature death [9] #TAUTHOR_TAG [11].', '']",0
"['', 'The possible impaired reliability for SED compared to other variables may be of critical importance, given the increased interest in SED in the primary and secondary prevention of a range of chronic diseases as well as premature death #TAUTHOR_TAG [10][11].', '']","['', 'The possible impaired reliability for SED compared to other variables may be of critical importance, given the increased interest in SED in the primary and secondary prevention of a range of chronic diseases as well as premature death #TAUTHOR_TAG [10][11].', '']","['', 'The possible impaired reliability for SED compared to other variables may be of critical importance, given the increased interest in SED in the primary and secondary prevention of a range of chronic diseases as well as premature death #TAUTHOR_TAG [10][11].', '']","['', 'The possible impaired reliability for SED compared to other variables may be of critical importance, given the increased interest in SED in the primary and secondary prevention of a range of chronic diseases as well as premature death #TAUTHOR_TAG [10][11].', '']",0
