token_context,word_context,seg_context,sent_cotext,label
"['framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory: FoG (Kittredge and Polgu~re, 1991), LFS #AUTHOR_TAG , and JOYCE #AUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG #TAUTHOR_TAG']","['framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory: FoG (Kittredge and Polgu~re, 1991), LFS #AUTHOR_TAG , and JOYCE #AUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG #TAUTHOR_TAG']","['framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory: FoG (Kittredge and Polgu~re, 1991), LFS #AUTHOR_TAG , and JOYCE #AUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG #TAUTHOR_TAG']","['framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory: FoG (Kittredge and Polgu~re, 1991), LFS #AUTHOR_TAG , and JOYCE #AUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG #TAUTHOR_TAG']",0
"['', 'Figure 2 illustrates a DSyntS from a meteorological application , MeteoCogent #AUTHOR_TAG , represented using the standard graphical notation and also the RealPro ASCII notation used internally in the framework #TAUTHOR_TAG']","['', 'Figure 2 illustrates a DSyntS from a meteorological application , MeteoCogent #AUTHOR_TAG , represented using the standard graphical notation and also the RealPro ASCII notation used internally in the framework #TAUTHOR_TAG']","['', 'Figure 2 illustrates a DSyntS from a meteorological application , MeteoCogent #AUTHOR_TAG , represented using the standard graphical notation and also the RealPro ASCII notation used internally in the framework #TAUTHOR_TAG']","['', 'Figure 2 illustrates a DSyntS from a meteorological application , MeteoCogent #AUTHOR_TAG , represented using the standard graphical notation and also the RealPro ASCII notation used internally in the framework #TAUTHOR_TAG']",2
"['o II a failli pleuvoir.', 'More details on how the structural divergences described in #TAUTHOR_TAG can be accounted for using our formalism can be found in #AUTHOR_TAG']","['o II a failli pleuvoir.', 'More details on how the structural divergences described in #TAUTHOR_TAG can be accounted for using our formalism can be found in #AUTHOR_TAG']","['o II a failli pleuvoir.', 'More details on how the structural divergences described in #TAUTHOR_TAG can be accounted for using our formalism can be found in #AUTHOR_TAG']","['o II a failli pleuvoir.', 'More details on how the structural divergences described in #TAUTHOR_TAG can be accounted for using our formalism can be found in #AUTHOR_TAG']",0
"['FoG #AUTHOR_TAG , JOYCE ( Rambow and #TAUTHOR_TAG , and LFS #AUTHOR_TAG .', 'Although']","['FoG #AUTHOR_TAG , JOYCE ( Rambow and #TAUTHOR_TAG , and LFS #AUTHOR_TAG .', 'Although']","['FoG #AUTHOR_TAG , JOYCE ( Rambow and #TAUTHOR_TAG , and LFS #AUTHOR_TAG .', 'Although it adopts the general principles']","['', 'Our work extends directions taken in systems such as Ariane #AUTHOR_TAG , FoG #AUTHOR_TAG , JOYCE ( Rambow and #TAUTHOR_TAG , and LFS #AUTHOR_TAG .', '']",2
"['framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory : FoG #AUTHOR_TAG , LFS #AUTHOR_TAG , and JOYCE ( Rambow and #TAUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG']","['framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory : FoG #AUTHOR_TAG , LFS #AUTHOR_TAG , and JOYCE ( Rambow and #TAUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG']","['framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory : FoG #AUTHOR_TAG , LFS #AUTHOR_TAG , and JOYCE ( Rambow and #TAUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG']","['framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory : FoG #AUTHOR_TAG , LFS #AUTHOR_TAG , and JOYCE ( Rambow and #TAUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG']",2
"[""of speech taggers typically require input in the format of a single sentence per line ( for example Brill 's tagger #TAUTHOR_TAG ) and parsers generally aim to produce a tree spanning each sentence""]","[""of speech taggers typically require input in the format of a single sentence per line ( for example Brill 's tagger #TAUTHOR_TAG ) and parsers generally aim to produce a tree spanning each sentence""]","[""of speech taggers typically require input in the format of a single sentence per line ( for example Brill 's tagger #TAUTHOR_TAG ) and parsers generally aim to produce a tree spanning each sentence""]","['', ""Part of speech taggers typically require input in the format of a single sentence per line ( for example Brill 's tagger #TAUTHOR_TAG ) and parsers generally aim to produce a tree spanning each sentence""]",0
"['is a multilingual enhancement of COCKTAIL #TAUTHOR_TAG , a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information .', '']","['is a multilingual enhancement of COCKTAIL #TAUTHOR_TAG , a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information .', '']","['is a multilingual enhancement of COCKTAIL #TAUTHOR_TAG , a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information .', '']","['', 'SWIZZLE is a multilingual enhancement of COCKTAIL #TAUTHOR_TAG , a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information .', 'When COCKTAIL was applied separately on the English and the Ro- manian texts, coreferring links were identified for each English and Romanian document respectively.', 'When aligned referential expressions corefer with non-aligned anaphors, SWIZZLE derived new heuris- tics for coreference.', '']",2
"['', 'The acquisition of such knowledge is time-consuming, difficult, and error-prone.', 'Nevertheless , recent results show that knowledge-poor methods perform with amazing accuracy ( cfXXX #TAUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ) .', '']","['', 'The acquisition of such knowledge is time-consuming, difficult, and error-prone.', 'Nevertheless , recent results show that knowledge-poor methods perform with amazing accuracy ( cfXXX #TAUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ) .', '']","['', 'The acquisition of such knowledge is time-consuming, difficult, and error-prone.', 'Nevertheless , recent results show that knowledge-poor methods perform with amazing accuracy ( cfXXX #TAUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ) .', '']","['', 'The acquisition of such knowledge is time-consuming, difficult, and error-prone.', 'Nevertheless , recent results show that knowledge-poor methods perform with amazing accuracy ( cfXXX #TAUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ) .', '']",0
"['2.', 'Details of the top performing heuristics of COCKTAIL were reported in #TAUTHOR_TAG']","['be less specific than the antecedent.', 'Table 1 lists the top performing heuristics of COCKTAILfor pronominal and nominal coreference.', 'Examples of the heuristics operation on the MUC data are presented presented in Table 2.', 'Details of the top performing heuristics of COCKTAIL were reported in #TAUTHOR_TAG']","['2.', 'Details of the top performing heuristics of COCKTAIL were reported in #TAUTHOR_TAG']","['third class of heuristics resolves coreference by coercing nominals.', 'Sometimes coercions involve only derivational morphology - linking verbs with their nominalizations.', 'On other occasions, coercions are obtained as paths of meronyms (e.g. is-part re- lations) and hypernyms (e.g. is-a relations).', 'Consistency checks implemented for this class of coref- erence are conservative: either the adjuncts must be identical or the adjunct of the referent must be less specific than the antecedent.', 'Table 1 lists the top performing heuristics of COCKTAILfor pronominal and nominal coreference.', 'Examples of the heuristics operation on the MUC data are presented presented in Table 2.', 'Details of the top performing heuristics of COCKTAIL were reported in #TAUTHOR_TAG']",0
"['', 'For this research , we used a coreference resolution system ( #TAUTHOR_TAG ) that implements different sets of heuristics corresponding to various forms of coreference .', '']","['', 'For this research , we used a coreference resolution system ( #TAUTHOR_TAG ) that implements different sets of heuristics corresponding to various forms of coreference .', '']","['', 'For this research , we used a coreference resolution system ( #TAUTHOR_TAG ) that implements different sets of heuristics corresponding to various forms of coreference .', '']","['', 'Nevertheless, recent results show that knowledge-poor methods perform with amazing accuracy (cf.', ' #AUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ).', 'For example, CogNIAC #AUTHOR_TAG , a system based on seven ordered heuristics, generates high-precision resolution (over 90%) for some cases of pronominal reference.', 'For this research , we used a coreference resolution system ( #TAUTHOR_TAG ) that implements different sets of heuristics corresponding to various forms of coreference .', '']",5
