token_context,word_context,seg_context,sent_cotext,label
"['The framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory: FoG (Kittredge and Polgu~re, 1991), LFS #AUTHOR_TAG , and JOYCE #AUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG #TAUTHOR_TAG .']","['The framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory: FoG (Kittredge and Polgu~re, 1991), LFS #AUTHOR_TAG , and JOYCE #AUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG #TAUTHOR_TAG .']","['The framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory: FoG (Kittredge and Polgu~re, 1991), LFS #AUTHOR_TAG , and JOYCE #AUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG #TAUTHOR_TAG .']","['The framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory: FoG (Kittredge and Polgu~re, 1991), LFS #AUTHOR_TAG , and JOYCE #AUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG #TAUTHOR_TAG .']",0
"['these a dependency structure a very useful for since gives linguists a representation that allows them to abstract over numerous crossuistic divergences due language specificPol', 'Figure 2 illustrates a DSyntS from a meteorological application , MeteoCogent #AUTHOR_TAG , represented using the standard graphical notation and also the RealPro ASCII notation used internally in the framework #TAUTHOR_TAG .']","['these a dependency structure a very useful for since gives linguists a representation that allows them to abstract over numerous crosslinguistic divergences due language specific', 'Figure 2 illustrates a DSyntS from a meteorological application , MeteoCogent #AUTHOR_TAG , represented using the standard graphical notation and also the RealPro ASCII notation used internally in the framework #TAUTHOR_TAG .']","['these characteristics a dependency tree structure a very useful representation for since it gives linguists a representation that allows them to abstract over numerous crosslinguistic divergences due language specificPol', 'Figure 2 illustrates a DSyntS from a meteorological application , MeteoCogent #AUTHOR_TAG , represented using the standard graphical notation and also the RealPro ASCII notation used internally in the framework #TAUTHOR_TAG .']","['', 'Figure 2 illustrates a DSyntS from a meteorological application , MeteoCogent #AUTHOR_TAG , represented using the standard graphical notation and also the RealPro ASCII notation used internally in the framework #TAUTHOR_TAG .']",2
"['--o II a failli pleuvoir.', 'More details on how the structural divergences described in #TAUTHOR_TAG can be accounted for using our formalism can be found in #AUTHOR_TAG .']","['--o II a failli pleuvoir.', 'More details on how the structural divergences described in #TAUTHOR_TAG can be accounted for using our formalism can be found in #AUTHOR_TAG .']","['--o II a failli pleuvoir.', 'More details on how the structural divergences described in #TAUTHOR_TAG can be accounted for using our formalism can be found in #AUTHOR_TAG .']","['--o II a failli pleuvoir.', 'More details on how the structural divergences described in #TAUTHOR_TAG can be accounted for using our formalism can be found in #AUTHOR_TAG .']",0
"['', 'transfer', 'Our work extends directions taken in systems such as Ariane #AUTHOR_TAG FoG #AUTHOR_TAG , JOYCE ( Rambow and #TAUTHOR_TAG , and LFS #AUTHOR_TAG .', 'Although adopts the general in the abovementioned systems practical integrate better with emerging-based approaches']","['', 'transfer', 'Our work extends directions taken in systems such as Ariane #AUTHOR_TAG FoG #AUTHOR_TAG , JOYCE ( Rambow and #TAUTHOR_TAG , and LFS #AUTHOR_TAG .', 'Although adopts the general in the abovementioned systems, practical, integrate better with emerging statistics-based approaches']","['', 'transfer', 'Our work extends directions taken in systems such as Ariane #AUTHOR_TAG FoG #AUTHOR_TAG , JOYCE ( Rambow and #TAUTHOR_TAG , and LFS #AUTHOR_TAG .', 'Although it adopts the general principles in the abovementioned systems, practical integrate better with emerging statistics-based approaches']","['', '', 'Our work extends directions taken in systems such as Ariane #AUTHOR_TAG , FoG #AUTHOR_TAG , JOYCE ( Rambow and #TAUTHOR_TAG , and LFS #AUTHOR_TAG .', '']",2
"['The framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory : FoG #AUTHOR_TAG , LFS #AUTHOR_TAG , and JOYCE ( Rambow and #TAUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG .']","['The framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory : FoG #AUTHOR_TAG , LFS #AUTHOR_TAG , and JOYCE ( Rambow and #TAUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG .']","['The framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory : FoG #AUTHOR_TAG , LFS #AUTHOR_TAG , and JOYCE ( Rambow and #TAUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG .']","['The framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory : FoG #AUTHOR_TAG , LFS #AUTHOR_TAG , and JOYCE ( Rambow and #TAUTHOR_TAG .', 'The framework was originally developed for the realization of deep-syntactic structures in NLG .']",2
"['text AS format ation is not is sentence boundary information', '', ""of speech taggers typically require input in the format of a single sentence per line ( for example Brill 's tagger #TAUTHOR_TAG ) and parsers generally aim to produce a tree spanning each sentence .""]","['text ASR format ation is not is sentence boundary information.', '', ""of speech taggers typically require input in the format of a single sentence per line ( for example Brill 's tagger #TAUTHOR_TAG ) and parsers generally aim to produce a tree spanning each sentence .""]","['Example text AS format ation is not is sentence boundary information.', '', ""of speech taggers typically require input in the format of a single sentence per line ( for example Brill 's tagger #TAUTHOR_TAG ) and parsers generally aim to produce a tree spanning each sentence .""]","['', '', ""Part of speech taggers typically require input in the format of a single sentence per line ( for example Brill 's tagger #TAUTHOR_TAG ) and parsers generally aim to produce a tree spanning each sentence .""]",0
"['resolved coreference usingIZZLE,our implementation a bual coreference res', 'is a multilingual enhancement of COCKTAIL #TAUTHOR_TAG , a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information .', 'COCKTAIL was applied separately on the and the Ro- manian texts coreferring links were identified for each English and Romanian document respectively', 'referential expressions corefer with non-aligned anaphors, SWZLE derived newis for', '']","['resolved coreference using SWIZZLE,our implementation a bilingual coreference', 'is a multilingual enhancement of COCKTAIL #TAUTHOR_TAG , a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information .', 'COCKTAIL was applied separately on the and the Ro- manian texts, coreferring links were identified for each English and Romanian document respectively.', 'referential expressions corefer with non-aligned anaphors, SWIZZLE derived new for', '']","['we resolved coreference using SWIZZLE,our implementation a bilingual coreference resolver.', 'is a multilingual enhancement of COCKTAIL #TAUTHOR_TAG , a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information .', 'COCKTAIL was applied separately on the English and the Ro- manian texts, coreferring links were identified for each English and Romanian document respectively.', 'referential expressions corefer with non-aligned anaphors, SWIZZLE derived for', '']","['', 'SWIZZLE is a multilingual enhancement of COCKTAIL #TAUTHOR_TAG , a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information .', 'When COCKTAIL was applied separately on the English and the Ro- manian texts, coreferring links were identified for each English and Romanian document respectively.', 'When aligned referential expressions corefer with non-aligned anaphors, SWIZZLE derived new heuris- tics for coreference.', '']",2
"['some the-performing and most robust coreference resolution systems employ knowledge-', '', 'The acquisition of such knowledge is time-consuming, difficult, and error-prone.', 'Nevertheless , recent results show that knowledge-poor methods perform with amazing accuracy ( cfXXX #TAUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ) .', '', '', '', '', '']","['some the best-performing and most robust coreference resolution systems employ knowledge-based', '', 'The acquisition of such knowledge is time-consuming, difficult, and error-prone.', 'Nevertheless , recent results show that knowledge-poor methods perform with amazing accuracy ( cfXXX #TAUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ) .', '', '', '', '', '']","['some the best-performing and most robust coreference resolution systems employ knowledge-', '', 'The acquisition of such knowledge is time-consuming, difficult, and error-prone.', 'Nevertheless , recent results show that knowledge-poor methods perform with amazing accuracy ( cfXXX #TAUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ) .', '', '', '', '', '']","['Currently, some of the best-performing and most robust coreference resolution systems employ knowledge-based techniques.', '', 'The acquisition of such knowledge is time-consuming, difficult, and error-prone.', 'Nevertheless , recent results show that knowledge-poor methods perform with amazing accuracy ( cfXXX #TAUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ) .', '', '', '', '', '']",0
"['The third class of heuristics resolves coreference by coercing nominals.', 'Sometimes coercions involve only derivational morphology - linking verbs with their nominalizations.', 'other, coerc are as paths of meronyms.-part re- lations) and hypernyms (e.g. is-a relations).', 'Consistency checks implemented for this class of coref- erence are conservative: either the adjs must be identical or the adj of theent be less specific than the antecedent.', 'Table 1 lists the top performing heuristics ofCKILfor pronominal and nominal coreference.', 'Examples of the heuristics operation on the MUC data are presented presented in Table2.', 'Details of the top performing heuristics of COCKTAIL were reported in #TAUTHOR_TAG .']","['The third class of heuristics resolves coreference by coercing nominals.', 'Sometimes coercions involve only derivational morphology - linking verbs with their nominalizations.', 'other occasions, coercions are as paths of meronyms is-part re- lations) and hypernyms (e.g. is-a relations).', 'Consistency checks implemented for this class of coref- erence are conservative: either the adjuncts must be identical or the adjunct of the referent be less specific than the antecedent.', 'Table 1 lists the top performing heuristics of COCKTAILfor pronominal and nominal coreference.', 'Examples of the heuristics operation on the MUC data are presented presented in Table 2.', 'Details of the top performing heuristics of COCKTAIL were reported in #TAUTHOR_TAG .']","['The third class of heuristics resolves coreference by coercing nominals.', 'Sometimes coercions involve only derivational morphology - linking verbs with their nominalizations.', 'other occasions, coercions are obtained as paths of meronyms. is-part re- lations) and hypernyms (e.g. is-a relations).', 'Consistency checks implemented for this class of coref- erence are conservative: either the adjuncts must be identical or the adjunct of the referent must be less specific than the antecedent.', 'Table 1 lists the top performing heuristics ofCKILfor pronominal and nominal coreference.', 'Examples of the heuristics operation on the MUC data are presented presented in Table2.', 'Details of the top performing heuristics of COCKTAIL were reported in #TAUTHOR_TAG .']","['The third class of heuristics resolves coreference by coercing nominals.', 'Sometimes coercions involve only derivational morphology - linking verbs with their nominalizations.', 'On other occasions, coercions are obtained as paths of meronyms (e.g. is-part re- lations) and hypernyms (e.g. is-a relations).', 'Consistency checks implemented for this class of coref- erence are conservative: either the adjuncts must be identical or the adjunct of the referent must be less specific than the antecedent.', 'Table 1 lists the top performing heuristics of COCKTAILfor pronominal and nominal coreference.', 'Examples of the heuristics operation on the MUC data are presented presented in Table 2.', 'Details of the top performing heuristics of COCKTAIL were reported in #TAUTHOR_TAG .']",0
"['and', '', 'timeconsum', ', recent results show that knowledge-poor methods perform with amazing accuracy (cf.', ' #AUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ).', 'AC #AUTHOR_TAG a system based on seven ordered heuristics, generates high-precision resolution (over 90%) for some cases ofonominal', 'For this research , we used a coreference resolution system ( #TAUTHOR_TAG ) that implements different sets of heuristics corresponding to various forms of coreference .', 'CK', '', '', '']","['and', '', '', 'Nevertheless, recent results show that knowledge-poor methods perform with amazing accuracy (cf.', ' #AUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ).', ' #AUTHOR_TAG a system based on seven ordered heuristics, generates high-precision resolution (over 90%) for some cases of pronominal', 'For this research , we used a coreference resolution system ( #TAUTHOR_TAG ) that implements different sets of heuristics corresponding to various forms of coreference .', '', '', '', '']","['and', '', 'timeconsum', ', recent results show that knowledge-poor methods perform with amazing accuracy (cf.', ' #AUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ).', ' #AUTHOR_TAG a system based on seven ordered heuristics, generates high-precision resolution (over 90%) for some cases ofonom', 'For this research , we used a coreference resolution system ( #TAUTHOR_TAG ) that implements different sets of heuristics corresponding to various forms of coreference .', 'CK', '', '', '']","['', '', '', 'Nevertheless, recent results show that knowledge-poor methods perform with amazing accuracy (cf.', ' #AUTHOR_TAG , #AUTHOR_TAG #AUTHOR_TAG ).', 'For example, CogNIAC #AUTHOR_TAG , a system based on seven ordered heuristics, generates high-precision resolution (over 90%) for some cases of pronominal reference.', 'For this research , we used a coreference resolution system ( #TAUTHOR_TAG ) that implements different sets of heuristics corresponding to various forms of coreference .', '', '', '', '']",5
