token_context,word_context,seg_context,sent_cotext,label
"['##ing to an n - gram target language model ), in effect forms a multiengine mt system as described by  #TAUTHOR_TAG,  #AUTHOR_TAG, and  #AUTHOR_TAG']","['multiple translation systems, with a postvalidation process via the web ( amounting to an n - gram target language model ), in effect forms a multiengine mt system as described by  #TAUTHOR_TAG,  #AUTHOR_TAG, and  #AUTHOR_TAG']","['##ing to an n - gram target language model ), in effect forms a multiengine mt system as described by  #TAUTHOR_TAG,  #AUTHOR_TAG, and  #AUTHOR_TAG']","['translations gave rise to a number of automatically constructed linguistic resources : ( 1 ) the original ( source, target ) phrasal translation pairs, ( 2 ) the marker lexicon, ( 3 ) the gen11 thanks are due to one of the anonymous reviewers for pointing out that our webmt system, seeded with input from multiple translation systems, with a postvalidation process via the web ( amounting to an n - gram target language model ), in effect forms a multiengine mt system as described by  #TAUTHOR_TAG,  #AUTHOR_TAG, and  #AUTHOR_TAG']",1
"['', ' #TAUTHOR_TAG attempt to']","['distribution.', ' #TAUTHOR_TAG attempt to']","['a hybrid method of sentence and word alignment on the assumption that the source, target words have a similar distribution.', ' #TAUTHOR_TAG attempt to']","['ebmt systems, from the initial proposal by  #AUTHOR_TAG to the recent collection of  #AUTHOR_TAG, are premised on the availability of subsentential alignments derived from the input bitext.', 'there is a wealth of literature on trying to establish subsentential translations from a bilingual corpus. 3', 'kay and roscheisen ( 1993 ) attempt to extract a bilingual dictionary using a hybrid method of sentence and word alignment on the assumption that the source, target words have a similar distribution.', ' #TAUTHOR_TAG attempt to translate technical terms using word relation matrices, although the resource from which such relations are derived is a pair of nonparallel corpora.', ' #AUTHOR_TAG replicates the work of fung and mckeown with different language pairs using the simpler metric of levenshtein distance.', ' #AUTHOR_TAG use a tagged parallel corpus to extract translationally equivalent english - greek clauses on the basis of word occurrence and co - occurrence probabilities.', 'the respective lengths of the putative alignments in terms of characters is also an important factor.', ' #AUTHOR_TAG observe that for less widely spoken languages, the relative lack of linguistic tools and resources has forced developers of word alignment tools for such languages to use shallow processing and basic statistical approaches to word linking.', 'accordingly, they generate lexical correspondences by means of co - occurrence measures and string similarity metrics.', 'more specifically, the notion of the phrasal lexicon ( used first by becker 1975 ) has been used successfully in a number of areas']",0
"['##¢ learnability  #TAUTHOR_TAG a¢ text generation ( hovy 1988 ; milosavljevic, tulloch,']","['##¢ learnability  #TAUTHOR_TAG a¢ text generation ( hovy 1988 ; milosavljevic, tulloch,']","['##¢ learnability  #TAUTHOR_TAG a¢ text generation ( hovy 1988 ; milosavljevic, tulloch,']","['##¢ learnability  #TAUTHOR_TAG a¢ text generation ( hovy 1988 ; milosavljevic, tulloch, and dale 1996 ) a¢ speech generation ( rayner and carter 1997 ) a¢ localization ( sch [UNK] aler 1996']",0
"['cicekli and g [UNK] uvenir ( 1996 ),  #TAUTHOR_TAG,  #AUTHOR_TAG, and  #AUTHOR_TAG, inter alia']","['cicekli and g [UNK] uvenir ( 1996 ),  #TAUTHOR_TAG,  #AUTHOR_TAG, and  #AUTHOR_TAG, inter alia']","['cicekli and g [UNK] uvenir ( 1996 ),  #TAUTHOR_TAG,  #AUTHOR_TAG, and  #AUTHOR_TAG, inter alia']","['distinguishes chunks from "" patterns, "" as we do : his chunks are similar to our marker chunks, and his patterns are similar to our generalized marker chunks.', 'once chunks are derived from source, target alignments, patterns are computed from the derived chunks by means of the following algorithm : "" for each pair of chunk pairs using the algorithm described above, the patterns in ( 26 ) are derived from the chunks in ( 25 ) : of course, many other researchers also try to extract generalized templates.', ' #AUTHOR_TAG identify translationally equivalent phrasal segments and replace such equivalents with variables to generate a set of translation patterns.', ' #AUTHOR_TAG combines lexical and dependency mappings to form his generalizations.', 'other similar approaches include those of cicekli and g [UNK] uvenir ( 1996 ),  #TAUTHOR_TAG,  #AUTHOR_TAG, and  #AUTHOR_TAG, inter alia']",0
"['##r 1987 ) a¢ text generation  #TAUTHOR_TAG ; milosavljevic, tulloch, and dale 1996 ) a¢ speech generation ( rayner']","['##¢ learnability ( zernik and dyer 1987 ) a¢ text generation  #TAUTHOR_TAG ; milosavljevic, tulloch, and dale 1996 ) a¢ speech generation ( rayner']","['##r 1987 ) a¢ text generation  #TAUTHOR_TAG ; milosavljevic, tulloch, and dale 1996 ) a¢ speech generation ( rayner']","['##¢ learnability ( zernik and dyer 1987 ) a¢ text generation  #TAUTHOR_TAG ; milosavljevic, tulloch, and dale 1996 ) a¢ speech generation ( rayner and carter 1997 ) a¢ localization ( sch [UNK] aler 1996']",0
['ebmt systems ( cfxxx  #TAUTHOR_TAG ; veale and way 1997 ; carl 1999 ).'],['ebmt systems ( cfxxx  #TAUTHOR_TAG ; veale and way 1997 ; carl 1999 ).'],"['longer chunks, as is usual in most ebmt systems ( cfxxx  #TAUTHOR_TAG ; veale and way 1997 ; carl 1999 ).']","['translated phrases have been retrieved for each chunk of the input string, they must then be combined to produce an output string.', 'in order to calculate a ranking for each tl sentence produced, we multiply the weights of each chunk used in its construction.', 'note that this ensures that greater importance is attributed to longer chunks, as is usual in most ebmt systems ( cfxxx  #TAUTHOR_TAG ; veale and way 1997 ; carl 1999 ).']",0
[' #TAUTHOR_TAG'],[' #TAUTHOR_TAG'],"['to be little more than a search - and - replace engine, albeit a rather sophisticated one  #TAUTHOR_TAG']","[""quite a short space of time, translation memory ( tm ) systems have become a very useful tool in the translator's armory."", 'tm systems store a set of source, target translation pairs in their databases.', 'if a new input string cannot be found exactly in the translation database, a search is conducted for close ( or "" fuzzy "" ) matches of the input string, and these are retrieved together with their translations for the translator to manipulate into the final, output translation.', 'from this description, it should be clear that tm systems do not translate : indeed, some researchers consider them to be little more than a search - and - replace engine, albeit a rather sophisticated one  #TAUTHOR_TAG']",0
"['simpler metric of levenshtein distance.', ' #TAUTHOR_TAG use a tagged parallel corpus to']","['simpler metric of levenshtein distance.', ' #TAUTHOR_TAG use a tagged parallel corpus to']","['fung and mckeown with different language pairs using the simpler metric of levenshtein distance.', ' #TAUTHOR_TAG use a tagged parallel corpus to extract translationally equivalent english - greek clauses on']","['ebmt systems, from the initial proposal by  #AUTHOR_TAG to the recent collection of  #AUTHOR_TAG, are premised on the availability of subsentential alignments derived from the input bitext.', 'there is a wealth of literature on trying to establish subsentential translations from a bilingual corpus. 3', 'kay and roscheisen ( 1993 ) attempt to extract a bilingual dictionary using a hybrid method of sentence and word alignment on the assumption that the source, target words have a similar distribution.', 'fung and mc  #AUTHOR_TAG attempt to translate technical terms using word relation matrices, although the resource from which such relations are derived is a pair of nonparallel corpora.', ' #AUTHOR_TAG replicates the work of fung and mckeown with different language pairs using the simpler metric of levenshtein distance.', ' #TAUTHOR_TAG use a tagged parallel corpus to extract translationally equivalent english - greek clauses on the basis of word occurrence and co - occurrence probabilities.', 'the respective lengths of the putative alignments in terms of characters is also an important factor.', ' #AUTHOR_TAG observe that for less widely spoken languages, the relative lack of linguistic tools and resources has forced developers of word alignment tools for such languages to use shallow processing and basic statistical approaches to word linking.', 'accordingly, they generate lexical correspondences by means of co - occurrence measures and string similarity metrics.', 'more specifically, the notion of the phrasal lexicon ( used first by becker 1975 ) has been used successfully in a number of areas']",0
"['; morgan, meier, and newport 1989 ) a¢ monolingual grammar induction ( juola 1998 ) a¢ grammar optimization ( juola 1994 ) a¢ insights into universal grammar ( juola 1998 ) a¢ machine translation ( juola 1994, 1997 ;  #TAUTHOR_TAG ; gough, way, and hearne 2002']","['; morgan, meier, and newport 1989 ) a¢ monolingual grammar induction ( juola 1998 ) a¢ grammar optimization ( juola 1994 ) a¢ insights into universal grammar ( juola 1998 ) a¢ machine translation ( juola 1994, 1997 ;  #TAUTHOR_TAG ; gough, way, and hearne 2002']","['##r 1983 ; morgan, meier, and newport 1989 ) a¢ monolingual grammar induction ( juola 1998 ) a¢ grammar optimization ( juola 1994 ) a¢ insights into universal grammar ( juola 1998 ) a¢ machine translation ( juola 1994, 1997 ;  #TAUTHOR_TAG ; gough, way, and hearne 2002']","['##¢ language learning ( green 1979 ; mori and moeser 1983 ; morgan, meier, and newport 1989 ) a¢ monolingual grammar induction ( juola 1998 ) a¢ grammar optimization ( juola 1994 ) a¢ insights into universal grammar ( juola 1998 ) a¢ machine translation ( juola 1994, 1997 ;  #TAUTHOR_TAG ; gough, way, and hearne 2002']",0
['##¢ language learning  #TAUTHOR_TAG ; mori and mo'],['##¢ language learning  #TAUTHOR_TAG ; mori and moeser'],['##¢ language learning  #TAUTHOR_TAG ; mori and mo'],"['##¢ language learning  #TAUTHOR_TAG ; mori and moeser 1983 ; morgan, meier, and newport 1989 ) a¢ monolingual grammar induction ( juola 1998 ) a¢ grammar optimization ( juola 1994 ) a¢ insights into universal grammar ( juola 1998 ) a¢ machine translation ( juola 1994, 1997 ; veale and way 1997 ; gough, way, and hearne 2002']",0
